producto_raw,precio_anterior,precio_actual,variacion,boletin_num,mes,año,quincena,quincena_id,provincia,categoria,estado_precio
Remolacha (Saco aprox. 70 lb),8.38,8.0,-4.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Remolacha (Saco aprox. 70 lb),7.13,8.5,19.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Remolacha (Saco aprox. 70 lb),7.56,7.13,-6.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Remolacha (Saco aprox. 70 lb),8.5,8.38,-1.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Platano Barraganete Verde (Caja aprox. 105 lb),31.0,36.75,19.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Platano Barraganete Verde (Caja aprox. 105 lb),36.75,45.0,22.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Remolacha (Saco aprox. 70 lb),8.0,7.67,-4.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Sandia Nacional (Unidad aprox. 6 lb),2.25,2.0,-11.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Sandia Nacional (Unidad aprox. 6 lb),2.0,2.25,13.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Remolacha (Saco aprox. 70 lb),7.67,8.38,9.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Remolacha (Saco aprox. 70 lb),8.38,8.0,-4.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Sandia Nacional (Unidad aprox. 6 lb),2.0,2.0,0.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Sandia Nacional (Unidad aprox. 6 lb),2.0,2.0,0.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Sandia Nacional (Unidad aprox. 6 lb),2.0,2.0,0.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Sandia Nacional (Unidad aprox. 6 lb),2.0,2.0,0.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Tomate de Arbol (Carton aprox. 22 lb),12.88,12.0,-7.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Tomate de Arbol (Carton aprox. 22 lb),13.11,13.19,1.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Tomate de Arbol (Carton aprox. 22 lb),13.19,13.0,-1.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Sandia Nacional (Unidad aprox. 6 lb),2.0,2.0,0.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Tomate de Arbol (Carton aprox. 22 lb),13.0,12.88,-1.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Tomate de Arbol (Carton aprox. 22 lb),12.0,12.0,0.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Tomate Rinon de Invernadero (Gaveta aprox. 40 lb),16.5,15.33,-7.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Tomate de Arbol (Carton aprox. 22 lb),12.0,12.31,3.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Tomate de Arbol (Carton aprox. 22 lb),12.31,12.25,-1.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Tomate Rinion de Invernadero (Gaveta aprox. 40 lb),15.0,14.25,-5.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Tomate Rinon de Invernadero (Gaveta aprox. 40 lb),15.83,18.25,15.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Tomate Rinon de Invernadero (Gaveta aprox. 40 lb),18.25,16.5,-10.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Tomate Rinon de Invermadero (Gaveta aprox. 40 lb),14.25,15.83,11.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Uva Negra (Caja aprox. 22 lb),,,,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,invalido
Uva Negra (Caja aprox. 22 lb),,,,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,invalido
Uva Negra (Caja aprox. 22 lb),,,,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,invalido
Tomate Rinon de Invernadero (Gaveta aprox. 40 lb),15.33,17.5,14.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Tomate Rinon de Invermadero (Gaveta aprox. 40 lb),17.5,17.75,1.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Uva Negra (Caja aprox. 22 lb),,,,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,invalido
Uva Negra (Caja aprox. 22 lb),,,,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,invalido
Uva Negra (Caja aprox. 22 lb),,,,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,invalido
Yuca (Funda aprox. 90 lb),30.0,28.0,-7.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Yuca (Funda aprox. 90 lb),28.0,26.5,-5.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Yuca (Funda aprox. 90 lb),26.5,25.0,-6.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Yuca (Funda aprox. 90 lb),28.0,28.0,0.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Yuca (Funda aprox. 90 lb),28.22,30.0,6.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Uva Negra (Caja aprox. 22 lb),,,,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,invalido
Yuca (Funda aprox. 90 lb),25.0,24.25,-3.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Yuca (Funda aprox. 90 lb),25.0,25.0,0.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Zanahoria Amarilla (Saco aprox. 70 lb),10.0,10.56,6.0,315,5,2026,2,2026-05-Q2,AZUAY,perecedero,completo
Zanahoria Amarilla (Saco aprox. 70 lb),13.0,12.13,-7.0,311,3,2026,2,2026-03-Q2,AZUAY,perecedero,completo
Zanahoria Amarilla (Saco aprox. 70 lb),12.13,10.0,-18.0,313,4,2026,2,2026-04-Q2,AZUAY,perecedero,completo
Zanahoria Amarilla (Saco aprox. 70 lb),17.22,13.25,-23.0,307,1,2026,2,2026-01-Q2,AZUAY,perecedero,completo
Zanahoria Amarilla (Saco aprox. 70 lb),13.25,13.0,-2.0,309,2,2026,2,2026-02-Q2,AZUAY,perecedero,completo
Aguacate Fuerte (Carton aprox. 22 lb),25.48,22.45,-12.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Zanahoria Amarilla (Saco aprox. 70 lb),10.56,13.13,24.0,317,6,2026,2,2026-06-Q2,AZUAY,perecedero,completo
Zanahoria Amarilla (Saco aprox. 70 lb),13.13,12.5,-5.0,318,7,2026,1,2026-07-Q1,AZUAY,perecedero,completo
Aguacate Fuerte (Carton aprox. 22 lb),22.45,20.19,-10.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Aguacate Fuerte (Carton aprox. 22 lb),20.19,20.17,0.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Aguacate Fuerte (Carton aprox. 22 lb),20.17,22.63,12.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Aguacate Fuerte (Carton aprox. 22 lb),22.63,23.42,4.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),15.71,16.75,7.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
GVAIAS,,,,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,invalido
Ajo Bulbo Seco (Malla aprox. 22 lb),15.92,15.71,-1.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
SHIHAD,,,,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,invalido
Ajo Bulbo Seco (Malla aprox. 22 lb),16.75,19.67,17.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),18.21,15.92,-13.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),19.67,20.25,3.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),28.27,39.62,40.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Aguacate Fuerte (Carton aprox. 22 lb),26.11,27.0,3.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),44.0,28.27,-36.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Aguacate Fuerte (Carton aprox. 22 lb),23.42,26.11,11.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),46.83,37.41,-20.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),54.71,46.83,-14.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),39.62,54.71,38.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),19.7,20.89,6.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Ajo Bulbo Seco (Malla aprox. 22 lb),20.25,19.7,-3.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Banano (Guineo) (Carton aprox. 65 lb),7.41,6.69,-10.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Banano (Guineo) (Carton aprox. 65 lb),7.21,7.0,-3.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Banano (Guineo) (Carton aprox. 65 lb),6.69,6.6,-1.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Banano (Guineo) (Carton aprox. 65 lb),7.04,7.41,5.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Banano (Guineo) (Carton aprox. 65 lb),6.6,7.21,9.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),18.63,22.0,18.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Arveja Tierna en Vaina-Quantum (Saco aprox. 60 lb),37.41,18.63,-50.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.8,0.59,-26.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.5,0.53,6.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.67,0.66,0.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.53,0.8,51.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.59,0.67,13.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Banano (Guineo) (Carton aprox. 65 lb),7.0,7.0,0.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.43,1.18,-18.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.52,1.58,4.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.13,1.03,,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Banano (Guineo) (Carton aprox. 65 lb),7.0,7.0,0.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.58,1.43,-9.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.18,1.13,-4.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),14.9,29.37,97.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),40.29,26.68,-34.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),12.46,14.9,20.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),12.64,12.46,-1.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.45,0.55,23.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Brocoli (Unidad aprox. 2 lb),0.66,0.45,-33.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),29.37,40.29,37.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),30.62,27.93,,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),17.48,18.17,4.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.15,1.25,8.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),20.47,24.25,18.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Cebolla Blanca en Rama (Atado aprox. 5 lb),1.03,1.15,12.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),24.25,30.62,26.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),18.17,20.47,13.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Col (Malla aprox. 105 lb),13.75,12.73,-7.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Col (Malla aprox. 105 lb),6.78,14.65,116.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Col (Malla aprox. 105 lb),12.95,11.08,-14.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),26.68,25.48,-5.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Col (Malla aprox. 105 lb),14.65,12.95,-12.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Col (Malla aprox. 105 lb) 12.95,,,,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,invalido
Cebolla Colorada Nacional Seca (Malla aprox. 100 lb),25.48,23.44,-8.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Fejol en Vaina - Gema (Bulto aprox. 110 lb),47.58,53.28,12.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb),27.93,35.59,27.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Frejol en Vaina - Gema (Bulto aprox. 110 lb),44.83,39.93,-11.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Frejol en Vaina - Gema (Bulto aprox. 110 lb),54.77,44.83,-18.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Frejol en Vaina - Gema (Bulto aprox. 110 lb),53.28,54.77,3.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Cebolla Perla Nacional Seca (Malla aprox. 100 lb) 35.59 68'68 12%,,,12.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,invalido
Frejol en Vaina - Gema (Bulto aprox. 110 lb),52.54,47.58,-9.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Frutilla (Balde aprox. 30 lb),28.71,36.19,26.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Frutilla (Balde aprox. 30 lb),36.19,28.71,-21.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Frutilla (Balde aprox. 30 lb),28.71,28.08,-2.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Frutilla (Balde aprox. 30 lb),28.08,26.48,-6.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Col (Malla aprox. 105 lb),12.73,9.41,-26.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Col (Malla aprox. 105 lb),9.41,7.33,-22.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Frutilla (Balde aprox. 30 lb),26.48,29.88,13.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),11.17,10.13,-9.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),9.94,11.17,12.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),13.57,9.94,-27.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Frejol en Vaina - Gema (Bulto aprox. 110 lb),45.78,40.0,-13.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Frejol en Vaina - Gema (Bulto aprox. 110 lb),39.93,45.78,15.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),11.56,12.97,12.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),12.97,13.57,5.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Frutilla (Balde aprox. 30 lb),29.88,34.48,15.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Lechuga (Bulto aprox. 85 lb),5.88,8.92,52.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Lechuga (Bulto aprox. 85 lb),7.5,7.15,-5.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Lechuga (Bulto aprox. 85 lb),8.04,14.71,83.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Lechuga (Bulto aprox. 85 lb),8.92,7.5,-16.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Frutilla (Balde aprox. 30 lb),34.48,34.89,1.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Lechuga (Bulto aprox. 85 lb),14.71,5.88,-60.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Haba Tierna en Vaina (Saco aprox. 70 lb),13.37,17.67,32.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Limon Sutil (Malla aprox. 80 lb),,,,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,invalido
Limon Sutil (Malla aprox. 95 lb) 13.92,,,,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,invalido
Limon Sutil (Malla aprox. 80 lb),16.08,18.33,14.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Limon Sutil (Malla aprox. 80 lb) 16.08,,,,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,invalido
Haba Tierna en Vaina (Saco aprox. 70 lb),10.13,13.37,32.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Limon Sutil (Malla aprox. 80 lb) 16.08,,,,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,invalido
Maiz Suave Choclo (Saco aprox. 110 lb),33.33,36.47,9.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Maiz Suave Choclo (Saco aprox. 110 lb),31.56,24.67,-22.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Maiz Suave Choclo (Saco aprox. 110 lb),24.67,31.85,29.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Lechuga (Bulto aprox. 85 lb),7.15,5.52,-23.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Maiz Suave Choclo (Saco aprox. 110 lb),31.29,33.33,7.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Maiz Suave Choclo (Saco aprox. 110 lb),36.47,31.56,-13.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Lechuga (Bulto aprox. 85 lb),5.52,6.11,11.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Limon Sutil (Malla aprox. 80 lb),,,,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,invalido
Limon Sutil (Malla aprox. 80 lb),,,,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,invalido
Mandarina de la Costa (Ciento aprox. 30 lb) 5.63,,,,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,invalido
Mandarina de la Costa (Ciento aprox. 30 lb) 5.00,,,,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,invalido
Mandarina de la Costa (Ciento aprox. 30 lb),,,,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,invalido
Mandarina de la Costa (Ciento aprox. 30 lb),,,,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,invalido
Mandarina de la Costa (Ciento aprox. 30 lb),,,,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,invalido
Manzana Importada (Carton aprox. 44 lb),36.25,34.5,-5.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Manzana Importada (Carton aprox. 44 lb),32.35,34.44,6.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Manzana Importada (Carton aprox. 44 lb),34.5,32.2,-7.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Manzana Importada (Carton aprox. 44 lb),34.71,36.25,4.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Manzana Importada (Carton aprox. 44 lb),34.44,34.71,1.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Maiz Suave Choclo (Saco aprox. 110 lb),31.85,34.11,7.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Maiz Suave Choclo (Saco aprox. 110 lb),34.11,36.89,8.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Maracuya (Ciento aprox. 40 lb),18.71,17.17,-8.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Maracuya (Ciento aprox. 40 lb),11.04,12.79,16.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Maracuya (Ciento aprox. 40 lb),12.79,15.05,18.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Mandarina de la Costa (Ciento aprox. 30 lb),5.0,5.0,0.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Maracuya (Ciento aprox. 40 lb),15.05,19.29,28.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Mandarina de la Costa (Ciento aprox. 30 lb),5.0,5.0,0.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Maracuya (Ciento aprox. 40 lb),19.29,18.71,-3.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Mango de Chupar (Caja aprox. 55 lb),,,,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,invalido
Manzana Importada (Carton aprox. 44 lb),32.78,33.0,1.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Mango de Chupar (Caja aprox. 55 lb),11.65,10.36,-11.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Mango de Chupar (Caja aprox. 55 lb),,,,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,invalido
Mango de Chupar (Caja aprox. 55 lb),,,,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,invalido
Mango de Chupar (Caja aprox. 55 lb) 10.36,,,,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,invalido
Manzana Importada (Carton aprox. 44 lb),32.2,32.78,2.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Maracuya (Ciento aprox. 40 lb),17.17,16.74,-2.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Melon (Docena aprox. 65 lb),20.33,23.59,16.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Melon (Docena aprox. 65 lb),23.59,22.53,-4.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Melon (Docena aprox. 65 lb),18.13,19.48,7.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Melon (Docena aprox. 65 lb),19.48,19.71,1.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Maracuya (Ciento aprox. 40 lb),16.74,17.0,2.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Melon (Docena aprox. 65 lb),19.71,20.33,3.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Mango de Chupar (Caja aprox. 55 lb),,,,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,invalido
Mora de Castilla (Balde aprox. 15 lb),12.13,13.71,13.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Mora de Castilla (Balde aprox. 15 lb),9.83,12.13,23.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Mora de Castilla (Balde aprox. 15 lb),15.21,16.96,12.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Mango de Chupar (Caja aprox. 55 lb),,,,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,invalido
Mora de Castilla (Balde aprox. 15 lb),13.71,15.21,11.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Mora de Castilla (Balde aprox. 15 lb),16.96,17.95,6.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Naranja (Ciento aprox. 50 lb),6.25,5.0,-20.0,315,5,2026,2,2026-05-Q2,GUAYAS,perecedero,completo
Naranja (Ciento aprox. 50 lb),11.71,11.76,0.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Melon (Docena aprox. 65 lb),15.59,16.11,3.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Naranja (Ciento aprox. 50 lb),11.76,9.65,-18.0,311,3,2026,2,2026-03-Q2,GUAYAS,perecedero,completo
Naranja (Ciento aprox. 50 lb),9.65,6.25,-35.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Melon (Docena aprox. 65 lb),22.53,15.59,-31.0,317,6,2026,2,2026-06-Q2,GUAYAS,perecedero,completo
Naranja (Ciento aprox. 50 lb),5.63,11.71,108.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
Naranjilla Hibrida (Caja aprox. 30 lb),16.58,17.29,4.0,313,4,2026,2,2026-04-Q2,GUAYAS,perecedero,completo
Mora de Castilla (Balde aprox. 15 lb),12.3,12.33,0.0,318,7,2026,1,2026-07-Q1,GUAYAS,perecedero,completo
Naranjilla Hibrida (Caja aprox. 30 lb),15.13,15.66,4.0,309,2,2026,2,2026-02-Q2,GUAYAS,perecedero,completo
Naranjilla Hibrida (Caja aprox. 30 lb),13.81,15.13,10.0,307,1,2026,2,2026-01-Q2,GUAYAS,perecedero,completo
